Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	118	109	2.29009	1.98654	0.0234868	0.220211	BCAR1(3.39143); PLCG1(2.98526); VCAM1(1.76152); VAV2(1.6006); ACTN1(1.4803); PTK2(1.41268); VAV3(1.3241); PRKCB(1.3141); CDH5(1.30556); SIPA1(1.25855); CLDN7(1.23298); MYL7(1.21856); PTK2B(1.00923); JAM3(1.00256); PECAM1(0.950238); ITGAL(0.911597); PIK3R3(0.898754); RAC2(0.882913); GNAI3(0.866894); JAM2(0.862622); PIK3CA(0.740005); PIK3CD(0.669393); NCF4(0.665152); NOX3(0.662354); ITGA4(0.564047); MMP2(0.525664); CLDN18(0.500935); PXN(0.494265); CXCL12(0.456055); RAPGEF4(0.44438); F11R(0.415499); RHOH(0.37464); CXCR4(0.361795); CTNNA2(0.341068); NCF2(0.330631); MYL12A(0.322115); PTPN11(0.294662); THY1(0.285835); MYL12B(0.27735); PIK3CG(0.249449); CLDN11(0.194199); PLCG2(0.185082); GNAI1(0.143337); MAPK12(0.130033); ITGB2(0.117953); CLDN22(0.117887); MAPK11(0.103126); CLDN1(0.0844474); ACTB(0.0800898); CYBA(0.0787079); CLDN8(0.0779582); CLDN23(0.0720041); CLDN5(0.0679672); CLDN15(0.0536962); ACTN4(0.00736887); PIK3R1(0.00731657); ROCK1(-0.0992421); MYL5(-0.112731); CLDN19(-0.121154); CTNNA3(-0.131187); ICAM1(-0.142019); CDC42(-0.144984); CLDN14(-0.164167); PIK3R2(-0.167603); CLDN16(-0.170992); RAC1(-0.183129); MYL10(-0.20174); CLDN20(-0.208522); CTNNA1(-0.223002); CLDN17(-0.236791); PRKCA(-0.252342); CLDN4(-0.25514); ITK(-0.256617); PRKCG(-0.311495); CTNNB1(-0.32477); VASP(-0.330542); RAPGEF3(-0.335265); PIK3CB(-0.339528); MYL2(-0.340154); VAV1(-0.351808); CLDN10(-0.352935); MYLPF(-0.359537); RAP1A(-0.385497); CLDN3(-0.404329); ITGAM(-0.415914); EZR(-0.442129); ITGB1(-0.450603); ARHGAP5(-0.460367); ESAM(-0.464541); MYL9(-0.489196); TXK(-0.5216); PIK3R5(-0.528945); ACTN2(-0.541166); ROCK2(-0.545883); ARHGAP35(-0.577127); MLLT4(-0.590776); RAP1B(-0.60113); CTNND1(-0.60602); VCL(-0.606576); RASSF5(-0.617335); ACTG1(-0.723059); MAPK13(-0.735182); CLDN9(-0.81742); MAPK14(-0.821728); CLDN6(-0.824643); GNAI2(-0.837638); MMP9(-0.879449); ACTN3(-0.885222); RHOA(-1.31259); 
SA_REG_CASCADE_OF_CYCLIN_EXPR	13	13	1.2304	1.96371	0.0247817	0.230617	CDKN2A(3.39313); CCNE2(2.46563); CDKN1B(1.10316); CCND1(0.763817); CCNA2(0.38542); CCNA1(0.239808); E2F1(-0.193662); CDK4(-0.240174); E2F4(-0.28412); CDK2(-0.384698); E2F2(-0.41864); CCNE1(-0.683835); PRB1(-0.77721); 
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	31	31	1.89197	1.95077	0.0255425	0.235937	KCNJ11(3.90211); ABCC8(3.60728); KCNJ2(1.7282); KCNJ16(0.926462); KCNJ12(0.7945); GNG2(0.704421); KCNJ3(0.658381); GNGT2(0.634312); GABBR2(0.605602); KCNJ5(0.444997); KCNJ1(0.441138); KCNJ6(0.431107); ABCC9(0.382464); GABBR1(0.380531); GNG10(0.295593); GNB3(0.28953); KCNJ4(0.129755); GNGT1(-0.0249133); GNG5(-0.140509); KCNJ15(-0.269653); GNG7(-0.416436); KCNJ9(-0.436207); GNG3(-0.515991); GNG4(-0.627685); GNB2(-0.709362); KCNJ10(-0.730714); GNG8(-0.762539); KCNJ8(-0.769337); GNB1(-0.817714); GNG12(-0.882543); KCNJ14(-1.13402); 
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	20	20	2.25185	1.94529	0.0258703	0.237208	CFB(3.35729); SLC6A13(1.71668); CAMK2G(1.5216); TF(1.13731); ITPR3(0.673188); PDE6A(0.480083); NFAT5(0.437285); PDE6C(0.421878); ITPR1(0.369182); PDE6B(0.0452823); ITPR2(-0.00827742); CAMK2B(-0.026793); ITPKB(-0.0897001); DAG1(-0.152549); CAMK2A(-0.191522); CAMK2D(-0.345674); ITPKA(-0.410917); PDE6G(-0.701453); PDE6H(-0.782063); PDE6D(-0.896766); 
BIOCARTA_TID_PATHWAY	19	19	1.90701	1.92981	0.0268155	0.24408	TNF(3.33523); HSPA1A(2.03405); NFKB1(1.9519); TP53(1.53647); TAX1BP3(0.957901); IFNGR1(0.861016); RELA(0.681872); USH1C(0.601447); WT1(0.572998); RB1(-0.304368); TNFRSF1B(-0.396578); DNAJA3(-0.42248); IFNG(-0.446851); LIN7A(-0.5306); IFNGR2(-0.612792); NFKBIA(-0.721273); IKBKB(-0.731113); TNFRSF1A(-0.748701); JAK2(-1.27723); 
KEGG_CHEMOKINE_SIGNALING_PATHWAY	190	180	2.19399	1.9242	0.0271645	0.245465	ADCY5(3.5033); BCAR1(3.39143); CHUK(3.12509); ADCY7(1.99045); NFKB1(1.9519); ARRB1(1.78879); PRKACG(1.68966); PRKACB(1.62241); VAV2(1.6006); ADCY2(1.42049); PTK2(1.41268); STAT3(1.33411); VAV3(1.3241); PRKCB(1.3141); BRAF(1.3052); GRK5(1.28594); GNB4(1.23463); CXCL10(1.01354); PTK2B(1.00923); CCL17(0.987894); CXCL11(0.974788); CCL20(0.960197); CCL22(0.956982); AKT2(0.947394); CX3CL1(0.94288); PREX1(0.920653); CCL11(0.908817); PIK3R3(0.898754); CCL7(0.896188); RAC2(0.882913); GNAI3(0.866894); CX3CR1(0.835879); ADCY8(0.812018); HCK(0.754663); PIK3CA(0.740005); CCL13(0.732814); CCL1(0.720034); GNG2(0.704421); RELA(0.681872); PIK3CD(0.669393); GNGT2(0.634312); PARD3(0.619079); TIAM2(0.608583); DOCK2(0.584951); CXCL9(0.576709); AKT3(0.573376); CCL8(0.567834); GNG13(0.560113); GRK6(0.538728); TIAM1(0.528044); CCL25(0.520687); PXN(0.494265); CCL2(0.472977); KRAS(0.463773); CXCL12(0.456055); CCL24(0.454238); CCL19(0.450474); CCL21(0.428951); CXCR6(0.427182); LYN(0.384916); CXCR4(0.361795); PLCB3(0.340925); RAF1(0.339154); MAPK1(0.309425); SHC2(0.307713); GNG10(0.295593); GNB3(0.28953); ADCY1(0.285626); CCR5(0.257853); CCR2(0.254515); PIK3CG(0.249449); CXCL3(0.216207); CCR4(0.161161); GSK3B(0.144671); GNAI1(0.143337); CCR1(0.12501); PRKACA(0.12355); ELMO1(0.0954653); CXCL14(0.0768608); SOS1(0.064445); ADCY9(0.054446); XCR1(0.0315851); PIK3R1(0.00731657); SHC3(-0.00859162); GRK7(-0.0214367); GNGT1(-0.0249133); GNG11(-0.0269033); MAPK3(-0.0304901); CXCL13(-0.0324897); CCL28(-0.0712669); PLCB4(-0.0837296); ROCK1(-0.0992421); CSK(-0.0994637); CRKL(-0.104781); CXCL6(-0.112604); PLCB1(-0.128845); GRK1(-0.130562); PF4V1(-0.138965); GNG5(-0.140509); CDC42(-0.144984); FOXO3(-0.156345); PIK3R2(-0.167603); RAC1(-0.183129); ADCY6(-0.205425); CCR8(-0.207876); FGR(-0.213343); GNB5(-0.226998); CCR6(-0.247151); CCL15(-0.251586); CCL23(-0.251889); STAT5B(-0.252649); ITK(-0.256617); IL8(-0.275308); STAT1(-0.302649); CCR9(-0.31302); CCL18(-0.322101); CCL14(-0.330367); RASGRP2(-0.33365); SHC1(-0.334932); CCL16(-0.338963); PIK3CB(-0.339528); XCL1(-0.345952); VAV1(-0.351808); JAK3(-0.354484); CCL4(-0.362729); PAK1(-0.36475); CCR3(-0.37399); RAP1A(-0.385497); PRKCD(-0.387895); MAP2K1(-0.412275); GNG7(-0.416436); PLCB2(-0.48163); CRK(-0.486491); GNG3(-0.515991); ADRBK2(-0.518607); ADCY4(-0.520086); CCL26(-0.521075); PIK3R5(-0.528945); ROCK2(-0.545883); SHC4(-0.547409); CXCR5(-0.571202); CXCL2(-0.586333); RAP1B(-0.60113); ADRBK1(-0.601564); GRK4(-0.603409); HRAS(-0.621128); GNG4(-0.627685); CXCL16(-0.659608); GSK3A(-0.668364); ARRB2(-0.684359); CCL5(-0.698348); ADCY3(-0.700655); CXCR1(-0.704038); CCR7(-0.706952); GNB2(-0.709362); CCR10(-0.716437); NFKBIA(-0.721273); CCL27(-0.725384); CCL3(-0.72865); IKBKB(-0.731113); CXCR2(-0.737357); XCL2(-0.757477); GNG8(-0.762539); AKT1(-0.790536); GNB1(-0.817714); GNAI2(-0.837638); NRAS(-0.876622); GNG12(-0.882543); NFKBIB(-0.902987); CXCL1(-0.912165); CXCL5(-0.920474); PPBP(-0.921577); STAT2(-0.972241); WASL(-0.984599); PF4(-1.02641); SOS2(-1.03421); GRB2(-1.04866); JAK2(-1.27723); RHOA(-1.31259); PRKCZ(-1.38009); 
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	25	25	2.77131	1.91858	0.0275186	0.24643	PDE2A(3.60632); PRKG1(1.39787); PDE3A(1.21114); GUCY1B3(1.08186); PDE10A(0.972769); KCNMB1(0.959659); KCNMB3(0.888893); GUCY1A3(0.749903); PDE9A(0.552165); PDE6A(0.480083); PDE11A(0.285428); PDE3B(0.0592482); PDE6B(0.0452823); PDE1A(-0.0307034); NOS2(-0.0432603); KCNMB4(-0.26669); MRVI1(-0.269792); GUCY1A2(-0.37015); KCNMB2(-0.372239); NOS3(-0.45876); PDE1B(-0.474676); PRKG2(-0.666102); PDE6G(-0.701453); PDE5A(-0.704461); NOS1(-0.736339); 
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	77	68	1.82393	1.91937	0.0274689	0.24643	CHUK(3.12509); AGER(2.57236); RPS6KA5(1.94967); MAPKAPK3(1.72193); TLR9(1.53291); NFKB2(1.28873); APP(1.24739); S100A12(1.24456); FOS(1.23295); RPS6KA2(1.15032); S100B(1.12866); HMGB1(0.9667); MAP3K1(0.903983); TMEM189-UBE2V1(0.84584); CDK1(0.737894); RELA(0.681872); RPS6KA1(0.634368); MAP3K7(0.604395); DUSP7(0.55708); JUN(0.448917); MAP2K6(0.41207); MYD88(0.402447); MAP2K4(0.366351); MAPK1(0.309425); PELI1(0.279188); MAP2K7(0.21624); MAPK10(0.215418); MAP2K3(0.130055); RPS27A(0.114955); MAPK11(0.103126); MAPK9(-0.0285666); MAPK3(-0.0304901); SAA1(-0.0362166); MAPKAPK2(-0.0380594); UBA52(-0.0398633); PPP2R1A(-0.0563057); DUSP6(-0.0791652); PPP2R5D(-0.128737); IRAK4(-0.179214); MEF2C(-0.197942); PPP2CB(-0.230591); TAB2(-0.238299); IRAK2(-0.268424); MAPK8(-0.277255); NOD1(-0.28462); DUSP4(-0.284765); ATF2(-0.303988); TAB1(-0.311241); RIPK2(-0.336862); ATF1(-0.342016); PELI2(-0.406521); MAP2K1(-0.412275); CREB1(-0.460857); UBE2N(-0.494611); NOD2(-0.556384); ECSIT(-0.602125); PELI3(-0.609972); MAP2K2(-0.653862); DUSP3(-0.673792); MEF2A(-0.694934); PPP2R1B(-0.719635); NFKBIA(-0.721273); IKBKB(-0.731113); TRAF6(-0.736632); MAPK7(-0.783893); MAPK14(-0.821728); PPP2CA(-0.863361); NFKBIB(-0.902987); 
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	16	13	1.73062	1.90013	0.0287082	0.253895	CFB(3.35729); C2(3.25766); C4A(1.21126); C3(0.768203); MASP2(0.331348); MASP1(0.053925); CRP(0.00664261); C1S(-0.24017); C1QC(-0.571986); C1QB(-0.603778); MBL2(-0.648968); C1QA(-0.753673); CFD(-0.977297); 
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	34	31	2.0622	1.894	0.0291123	0.255655	ADCY5(3.5033); ADCY7(1.99045); PRKACG(1.68966); PRKACB(1.62241); ADCY2(1.42049); GNB4(1.23463); PRKAR1A(1.03984); ADCY8(0.812018); GNG2(0.704421); GNG13(0.560113); GNG10(0.295593); GNB3(0.28953); ADCY1(0.285626); PRKACA(0.12355); GNAS(0.09822); ADCY9(0.054446); GNG11(-0.0269033); GNG5(-0.140509); ADCY6(-0.205425); GCG(-0.260091); GNG7(-0.416436); PRKAR2B(-0.504527); GNG3(-0.515991); ADCY4(-0.520086); GNG4(-0.627685); ADCY3(-0.700655); GNB2(-0.709362); PRKAR2A(-0.760574); GNG8(-0.762539); GNB1(-0.817714); GNG12(-0.882543); 
REACTOME_SIGNALLING_BY_NGF	217	199	3.03686	1.88677	0.0295955	0.258081	ADCY5(3.5033); CHUK(3.12509); PLCG1(2.98526); PCSK5(2.52594); RASGRF1(2.52342); LINGO1(2.28708); ADCY7(1.99045); RPS6KA5(1.94967); TRIB3(1.81637); BCL2L11(1.80172); CDKN1A(1.74766); MAPKAPK3(1.72193); NGF(1.70068); PRKACG(1.68966); PRKACB(1.62241); PCSK6(1.56956); AP2M1(1.45143); ADCY2(1.42049); STAT3(1.33411); VAV3(1.3241); ADCYAP1R1(1.30782); BRAF(1.3052); MTOR(1.19005); RPS6KA2(1.15032); ARHGEF12(1.11689); CDKN1B(1.10316); PRKAR1A(1.03984); ADCYAP1(1.00171); FGD3(0.998654); AKT2(0.947394); PREX1(0.920653); ADCY8(0.812018); FOXO1(0.803782); PIK3CA(0.740005); CDK1(0.737894); NCSTN(0.706382); RALGDS(0.689089); RELA(0.681872); PSENEN(0.673298); ITPR3(0.673188); OMG(0.671809); SORCS3(0.660048); RPS6KA1(0.634368); TIAM2(0.608583); AKT3(0.573376); DUSP7(0.55708); ABR(0.550342); TIAM1(0.528044); SH3GL2(0.494961); MDM2(0.467804); KRAS(0.463773); FRS2(0.460841); KALRN(0.446736); RAPGEF1(0.417107); MYD88(0.402447); RTN4(0.389568); DNAL4(0.385279); HDAC3(0.381049); BAD(0.371919); MAG(0.3718); NR4A1(0.359736); RAF1(0.339154); SMPD2(0.32707); MAPK1(0.309425); SHC2(0.307713); ADCY1(0.285626); RIT2(0.254342); PTEN(0.243819); AP2A1(0.205842); FGD4(0.205415); NGEF(0.193533); PHLPP1(0.139601); MAPK12(0.130033); PRKACA(0.12355); RPS27A(0.114955); MAPK11(0.103126); SOS1(0.064445); ADCY9(0.054446); RIT1(0.0332159); PIK3R1(0.00731657); RASGRF2(-0.000688702); ITSN1(-0.00398188); CASP3(-0.00632708); ITPR2(-0.00827742); SHC3(-0.00859162); AP2B1(-0.0256401); MAPK3(-0.0304901); PDE1A(-0.0307034); MAPKAPK2(-0.0380594); UBA52(-0.0398633); RICTOR(-0.0489277); IRS2(-0.050538); PPP2R1A(-0.0563057); AKT1S1(-0.0610313); CALM1(-0.0768233); DUSP6(-0.0791652); TRIO(-0.0863244); MLST8(-0.100501); ARHGEF16(-0.101731); PPP2R5D(-0.128737); FOXO3(-0.156345); THEM4(-0.166791); PIK3R2(-0.167603); SRC(-0.173469); RAC1(-0.183129); CAMK4(-0.184528); OBSCN(-0.191921); MEF2C(-0.197942); PRKCI(-0.20509); ADCY6(-0.205425); YWHAB(-0.207316); ARHGEF4(-0.207841); ARHGEF2(-0.224739); NGFR(-0.228701); PPP2CB(-0.230591); PRKCA(-0.252342); PRKCE(-0.256039); ARHGEF3(-0.258784); NTRK2(-0.262933); FGD2(-0.26586); MAPK8(-0.277255); DUSP4(-0.284765); AP2S1(-0.287018); ADORA2A(-0.287268); CASP9(-0.288016); SQSTM1(-0.309277); PRKCG(-0.311495); FURIN(-0.312123); CALM2(-0.314883); PSEN1(-0.318482); SHC1(-0.334932); RIPK2(-0.336862); PIK3CB(-0.339528); ATF1(-0.342016); VAV1(-0.351808); AKAP13(-0.373459); RAP1A(-0.385497); PRKCD(-0.387895); RALB(-0.389093); PRDM4(-0.399608); MAPKAP1(-0.401045); ARHGEF17(-0.402644); MAP2K1(-0.412275); CASP2(-0.416479); CLTC(-0.424145); MAP2K5(-0.452658); DNM2(-0.460683); CREB1(-0.460857); RALA(-0.471177); PDE1B(-0.474676); APH1B(-0.476687); CRK(-0.486491); PRKAR2B(-0.504527); IRS1(-0.513901); ADCY4(-0.520086); NET1(-0.536055); ADAM17(-0.538836); AP2A2(-0.568956); ECT2(-0.593688); CLTA(-0.594849); ADRBK1(-0.601564); ARHGEF18(-0.615415); HRAS(-0.621128); MAP2K2(-0.653862); GSK3A(-0.668364); APH1A(-0.672051); DUSP3(-0.673792); ARHGEF1(-0.686663); MEF2A(-0.694934); ADCY3(-0.700655); PPP2R1B(-0.719635); NFKBIA(-0.721273); NTRK1(-0.721864); IKBKB(-0.731113); MAPK13(-0.735182); TRAF6(-0.736632); KIDINS220(-0.745101); PRKAR2A(-0.760574); PLEKHG2(-0.765281); HDAC1(-0.782723); MAPK7(-0.783893); AKT1(-0.790536); HDAC2(-0.810707); MAPK14(-0.821728); TSC2(-0.834773); ITGB3BP(-0.839558); PSEN2(-0.845074); PPP2CA(-0.863361); AATF(-0.870332); NRAS(-0.876622); ARHGEF11(-0.904643); YWHAE(-0.953313); CALM3(-0.990701); SOS2(-1.03421); GRB2(-1.04866); DNM1(-1.05789); RPS6KB2(-1.06304); RHOA(-1.31259); PDPK1(-1.51315); 
PID_BETA_CATENIN_NUC_PATHWAY	80	74	9.16404	1.87637	0.0303024	0.262411	TCF7L2(6.0905); CDKN2A(3.39313); CCND2(2.29206); KCNIP4(2.04205); ADCY7(1.99045); TLE1(1.83358); BCL9(1.76118); DVL3(1.4001); SSPO(1.27725); IGF2BP1(1.18425); MITF(1.10445); KRT1(1.09636); CACNA1G(0.954298); TNIK(0.912748); T(0.89853); CCND1(0.763817); SNAI2(0.640098); NEUROG1(0.633005); SP5(0.572746); MMP2(0.525664); TCF4(0.493319); JUN(0.448917); VCAN(0.361899); MDFIC(0.297522); MYC(0.242354); HBP1(0.169431); KLF4(0.0846119); DKK4(0.0748774); INCENP(0.0642604); YWHAQ(0.0368781); CTNNBIP1(0.00399801); TERT(-0.000702613); TRRAP(-0.060874); XPO1(-0.0928884); MYF5(-0.127763); CHD8(-0.150877); TCF7L1(-0.180043); CAMK4(-0.184528); EP300(-0.192803); YWHAB(-0.207316); RUVBL2(-0.273331); IL8(-0.275308); CDH1(-0.309323); TLE4(-0.324166); CTNNB1(-0.32477); APC(-0.333056); SMARCA4(-0.348583); AES(-0.359522); CYR61(-0.377838); NCOA2(-0.395748); AXIN2(-0.423698); SALL4(-0.447055); PITX2(-0.455765); YWHAH(-0.533874); DKK1(-0.550895); CDX1(-0.572638); TLE2(-0.577605); ID2(-0.6189); SFN(-0.625257); CUL1(-0.633119); CTBP1(-0.643123); YWHAZ(-0.67485); LEF1(-0.773523); HDAC1(-0.782723); HDAC2(-0.810707); YWHAG(-0.837441); TBL1XR1(-0.845503); CBY1(-0.856782); MYOG(-0.861626); FGF4(-0.872198); MMP9(-0.879449); YWHAE(-0.953313); TCF7(-0.995661); SKP1(-1.13274); 
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	137	130	2.59972	1.86997	0.0307443	0.263055	ADCY5(3.5033); CHUK(3.12509); PLCG1(2.98526); ADCY7(1.99045); RPS6KA5(1.94967); TRIB3(1.81637); CDKN1A(1.74766); MAPKAPK3(1.72193); NGF(1.70068); PRKACG(1.68966); PRKACB(1.62241); AP2M1(1.45143); ADCY2(1.42049); STAT3(1.33411); ADCYAP1R1(1.30782); BRAF(1.3052); MTOR(1.19005); RPS6KA2(1.15032); CDKN1B(1.10316); PRKAR1A(1.03984); ADCYAP1(1.00171); AKT2(0.947394); ADCY8(0.812018); FOXO1(0.803782); PIK3CA(0.740005); CDK1(0.737894); RALGDS(0.689089); ITPR3(0.673188); RPS6KA1(0.634368); AKT3(0.573376); DUSP7(0.55708); SH3GL2(0.494961); MDM2(0.467804); KRAS(0.463773); FRS2(0.460841); RAPGEF1(0.417107); DNAL4(0.385279); BAD(0.371919); NR4A1(0.359736); RAF1(0.339154); MAPK1(0.309425); SHC2(0.307713); ADCY1(0.285626); RIT2(0.254342); PTEN(0.243819); AP2A1(0.205842); PHLPP1(0.139601); MAPK12(0.130033); PRKACA(0.12355); MAPK11(0.103126); SOS1(0.064445); ADCY9(0.054446); RIT1(0.0332159); PIK3R1(0.00731657); ITPR2(-0.00827742); SHC3(-0.00859162); AP2B1(-0.0256401); MAPK3(-0.0304901); PDE1A(-0.0307034); MAPKAPK2(-0.0380594); RICTOR(-0.0489277); IRS2(-0.050538); PPP2R1A(-0.0563057); AKT1S1(-0.0610313); CALM1(-0.0768233); DUSP6(-0.0791652); MLST8(-0.100501); PPP2R5D(-0.128737); FOXO3(-0.156345); THEM4(-0.166791); PIK3R2(-0.167603); SRC(-0.173469); CAMK4(-0.184528); MEF2C(-0.197942); ADCY6(-0.205425); YWHAB(-0.207316); PPP2CB(-0.230591); PRKCA(-0.252342); PRKCE(-0.256039); NTRK2(-0.262933); DUSP4(-0.284765); AP2S1(-0.287018); ADORA2A(-0.287268); CASP9(-0.288016); PRKCG(-0.311495); CALM2(-0.314883); SHC1(-0.334932); PIK3CB(-0.339528); ATF1(-0.342016); RAP1A(-0.385497); PRKCD(-0.387895); RALB(-0.389093); MAPKAP1(-0.401045); MAP2K1(-0.412275); CLTC(-0.424145); MAP2K5(-0.452658); DNM2(-0.460683); CREB1(-0.460857); RALA(-0.471177); PDE1B(-0.474676); CRK(-0.486491); PRKAR2B(-0.504527); IRS1(-0.513901); ADCY4(-0.520086); AP2A2(-0.568956); CLTA(-0.594849); ADRBK1(-0.601564); HRAS(-0.621128); MAP2K2(-0.653862); GSK3A(-0.668364); DUSP3(-0.673792); MEF2A(-0.694934); ADCY3(-0.700655); PPP2R1B(-0.719635); NTRK1(-0.721864); MAPK13(-0.735182); KIDINS220(-0.745101); PRKAR2A(-0.760574); MAPK7(-0.783893); AKT1(-0.790536); MAPK14(-0.821728); TSC2(-0.834773); PPP2CA(-0.863361); NRAS(-0.876622); CALM3(-0.990701); GRB2(-1.04866); DNM1(-1.05789); RPS6KB2(-1.06304); RHOA(-1.31259); PDPK1(-1.51315); 
REACTOME_GABA_B_RECEPTOR_ACTIVATION	38	38	2.18417	1.87222	0.0305878	0.263055	ADCY5(3.5033); ADCY7(1.99045); KCNJ2(1.7282); ADCY2(1.42049); KCNJ16(0.926462); GNAI3(0.866894); ADCY8(0.812018); KCNJ12(0.7945); GNG2(0.704421); KCNJ3(0.658381); GNGT2(0.634312); GABBR2(0.605602); KCNJ5(0.444997); KCNJ6(0.431107); GABBR1(0.380531); GNG10(0.295593); GNB3(0.28953); ADCY1(0.285626); GNAI1(0.143337); KCNJ4(0.129755); GNAL(0.0716391); ADCY9(0.054446); GNGT1(-0.0249133); GNG5(-0.140509); ADCY6(-0.205425); KCNJ15(-0.269653); GNG7(-0.416436); KCNJ9(-0.436207); GNG3(-0.515991); ADCY4(-0.520086); GNG4(-0.627685); ADCY3(-0.700655); GNB2(-0.709362); KCNJ10(-0.730714); GNG8(-0.762539); GNB1(-0.817714); GNAI2(-0.837638); GNG12(-0.882543); 
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	109	102	2.57204	1.86488	0.0310988	0.263429	ADCY5(3.5033); CHUK(3.12509); PLCG1(2.98526); LRIG1(2.95597); ADCY7(1.99045); TRIB3(1.81637); CDKN1A(1.74766); PRKACG(1.68966); PRKACB(1.62241); AP2M1(1.45143); ADCY2(1.42049); MTOR(1.19005); CDKN1B(1.10316); PRKAR1A(1.03984); GAB1(1.015); AKT2(0.947394); EPS15(0.83228); ADCY8(0.812018); FOXO1(0.803782); PIK3CA(0.740005); CDK1(0.737894); ITPR3(0.673188); AKT3(0.573376); SH3GL2(0.494961); HSP90AA1(0.479974); MDM2(0.467804); KRAS(0.463773); BAD(0.371919); NR4A1(0.359736); RAF1(0.339154); MAPK1(0.309425); ADAM12(0.288958); ADCY1(0.285626); STAM(0.262468); PTEN(0.243819); SPRY1(0.2406); AP2A1(0.205842); PHLPP1(0.139601); PRKACA(0.12355); RPS27A(0.114955); SOS1(0.064445); ADCY9(0.054446); PIK3R1(0.00731657); ITPR2(-0.00827742); EGFR(-0.0142748); AP2B1(-0.0256401); MAPK3(-0.0304901); PDE1A(-0.0307034); UBA52(-0.0398633); RICTOR(-0.0489277); AKT1S1(-0.0610313); CALM1(-0.0768233); CSK(-0.0994637); MLST8(-0.100501); CDC42(-0.144984); FOXO3(-0.156345); THEM4(-0.166791); SRC(-0.173469); CAMK4(-0.184528); CDC37(-0.188861); ADCY6(-0.205425); YWHAB(-0.207316); PRKCA(-0.252342); PRKCE(-0.256039); AP2S1(-0.287018); CASP9(-0.288016); PRKCG(-0.311495); CALM2(-0.314883); SHC1(-0.334932); EPS15L1(-0.369671); PRKCD(-0.387895); MAPKAP1(-0.401045); MAP2K1(-0.412275); CLTC(-0.424145); CREB1(-0.460857); PDE1B(-0.474676); PRKAR2B(-0.504527); ADCY4(-0.520086); ADAM17(-0.538836); EPN1(-0.551667); SPRY2(-0.561526); AP2A2(-0.568956); CLTA(-0.594849); ADRBK1(-0.601564); STAM2(-0.609281); HRAS(-0.621128); PAG1(-0.642074); MAP2K2(-0.653862); GSK3A(-0.668364); ADCY3(-0.700655); HGS(-0.732273); PRKAR2A(-0.760574); CBL(-0.779886); AKT1(-0.790536); EGF(-0.825972); TSC2(-0.834773); NRAS(-0.876622); CALM3(-0.990701); ADAM10(-1.04199); GRB2(-1.04866); RPS6KB2(-1.06304); PDPK1(-1.51315); 
REACTOME_INTERFERON_GAMMA_SIGNALING	63	58	2.21223	1.86553	0.0310538	0.263429	OASL(4.42605); HLA-DRB1(4.31249); HLA-DQA1(4.05141); HLA-B(2.80766); HLA-C(2.24317); VCAM1(1.76152); HLA-DQA2(1.53103); OAS1(1.31287); IFNGR1(0.861016); IRF7(0.635864); HLA-G(0.458157); HLA-A(0.444104); HLA-F(0.426953); IRF2(0.372708); SUMO1(0.35811); IRF5(0.239808); HLA-DRB3(0.191903); SOCS3(0.0692202); CIITA(0.0477476); OAS2(-0.00859431); CAMK2B(-0.026793); JAK1(-0.0388403); IRF9(-0.0399464); HLA-DPA1(-0.071606); ICAM1(-0.142019); NCAM1(-0.165889); CAMK2A(-0.191522); IRF8(-0.239531); GBP2(-0.240129); GBP5(-0.25968); B2M(-0.289726); PTPN1(-0.297232); STAT1(-0.302649); GBP6(-0.304944); GBP7(-0.310883); CAMK2D(-0.345674); SP100(-0.356201); IRF1(-0.357138); IRF6(-0.365304); PML(-0.385466); PRKCD(-0.387895); CD44(-0.403456); IFNG(-0.446851); OAS3(-0.456803); GBP1(-0.47791); HLA-DPB1(-0.50565); MT2A(-0.508154); PIAS1(-0.513939); GBP4(-0.571004); IRF4(-0.583167); IFNGR2(-0.612792); FCGR1A(-0.6812); SOCS1(-0.722527); PTPN2(-0.725961); IRF3(-0.732468); PTPN6(-0.881185); PTAFR(-0.889781); JAK2(-1.27723); 
